correct,response,range_category,trial
0.25,1.0,short,0
0.48,0.472,short,1
0.39,0.395,short,2
0.34,0.367,short,3
0.16,0.158,short,4
0.25,0.275,short,5
0.48,0.62,short,6
0.39,0.39,short,7
0.34,0.37,short,8
0.16,0.13,short,9
0.25,0.26,short,10
0.48,0.62,short,11
0.39,0.6,short,12
0.34,0.4,short,13
0.16,0.1,short,14
0.25,0.25,short,15
0.48,0.3,short,16
0.39,0.55,short,17
0.34,0.6,short,18
0.16,0.2,short,19
0.25,0.3,short,20
0.48,0.4,short,21
0.39,0.4,short,22
0.34,0.6,short,23
0.16,0.25,short,24
0.25,0.375,short,25
0.48,0.3,short,26
0.39,0.4,short,27
0.34,0.43,short,28
0.16,0.25,short,29
0.25,0.4,short,30
0.48,0.3,short,31
0.39,0.35,short,32
0.34,0.37,short,33
0.16,0.1,short,34
0.25,0.4,short,35
0.48,0.0,short,36
0.39,0.43,short,37
0.34,0.39,short,38
0.16,0.14,short,39
0.25,0.27,short,40
0.48,0.47,short,41
0.39,0.6,short,42
0.34,0.43,short,43
0.16,0.13,short,44
0.25,0.27,short,45
0.48,0.33,short,46
0.39,0.48,short,47
0.34,0.58,short,48
0.16,0.16,short,49
0.49,0.7,medium,0
0.78,0.8,medium,1
0.67,0.6,medium,2
0.6,0.5,medium,3
0.38,0.4,medium,4
0.49,0.7,medium,5
0.78,0.74,medium,6
0.67,0.63,medium,7
0.6,0.48,medium,8
0.38,0.43,medium,9
0.49,0.33,medium,10
0.78,0.74,medium,11
0.67,0.7,medium,12
0.6,0.65,medium,13
0.38,0.45,medium,14
0.49,0.3,medium,15
0.78,0.6,medium,16
0.67,0.7,medium,17
0.6,0.7,medium,18
0.38,0.45,medium,19
0.49,0.3,medium,20
0.78,0.6,medium,21
0.67,0.55,medium,22
0.6,0.7,medium,23
0.38,0.55,medium,24
0.49,0.38,medium,25
0.78,0.63,medium,26
0.67,0.53,medium,27
0.6,0.46,medium,28
0.38,0.45,medium,29
0.49,0.7,medium,30
0.78,0.8,medium,31
0.67,0.6,medium,32
0.6,0.5,medium,33
0.38,0.4,medium,34
0.49,0.7,medium,35
0.78,0.74,medium,36
0.67,0.63,medium,37
0.6,0.55,medium,38
0.38,0.43,medium,39
0.49,0.33,medium,40
0.78,0.74,medium,41
0.67,0.7,medium,42
0.6,0.67,medium,43
0.38,0.4,medium,44
0.49,0.3,medium,45
0.78,0.6,medium,46
0.67,0.7,medium,47
0.6,0.7,medium,48
0.38,0.45,medium,49
0.65,0.8,long,0
0.88,0.7,long,1
0.79,0.6,long,2
0.74,0.7,long,3
0.56,0.55,long,4
0.65,0.8,long,5
0.88,0.8,long,6
0.79,0.7,long,7
0.74,0.6,long,8
0.56,0.5,long,9
0.65,0.4,long,10
0.88,0.8,long,11
0.79,0.8,long,12
0.74,0.7,long,13
0.56,0.6,long,14
0.65,0.65,long,15
0.88,0.75,long,16
0.79,0.8,long,17
0.74,0.7,long,18
0.56,0.6,long,19
0.65,0.65,long,20
0.88,0.7,long,21
0.79,0.65,long,22
0.74,0.7,long,23
0.56,0.74,long,24
0.65,0.67,long,25
0.88,0.72,long,26
0.79,0.69,long,27
0.74,0.66,long,28
0.56,0.74,long,29
0.65,0.7,long,30
0.88,0.8,long,31
0.79,0.6,long,32
0.74,0.6,long,33
0.56,0.5,long,34
0.65,0.7,long,35
0.88,0.8,long,36
0.79,0.7,long,37
0.74,0.6,long,38
0.56,0.55,long,39
0.65,0.65,long,40
0.88,0.8,long,41
0.79,0.8,long,42
0.74,0.7,long,43
0.56,0.6,long,44
0.65,0.55,long,45
0.88,0.7,long,46
0.79,0.8,long,47
0.74,0.73,long,48
0.56,0.59,long,49
