correct,response,input_value,range_category,trial,stimulus_id
0.24982,0.18,0.24982,short,0,0
0.48029,0.52,0.48029,short,1,1
0.3928,0.47,0.3928,short,2,2
0.33946,0.39,0.33946,short,3,3
0.16241,0.08,0.16241,short,4,4
0.1624,0.1,0.1624,short,5,5
0.12323,0.09,0.12323,short,6,6
0.44647,0.52,0.44647,short,7,7
0.34045,0.45,0.34045,short,8,8
0.38323,0.54,0.38323,short,9,9
0.10823,0.04,0.10823,short,10,10
0.48796,0.53,0.48796,short,11,11
0.43298,0.51,0.43298,short,12,12
0.18494,0.44,0.18494,short,13,13
0.17273,0.09,0.17273,short,14,14
0.17336,0.42,0.17336,short,15,15
0.2217,0.42,0.2217,short,16,16
0.3099,0.48,0.3099,short,17,17
0.27278,0.46,0.27278,short,18,18
0.21649,0.23,0.21649,short,19,19
0.24982,0.27,0.24982,short,20,0
0.48029,0.52,0.48029,short,21,1
0.3928,0.47,0.3928,short,22,2
0.33946,0.42,0.33946,short,23,3
0.16241,0.07,0.16241,short,24,4
0.1624,0.09,0.1624,short,25,5
0.12323,0.04,0.12323,short,26,6
0.44647,0.54,0.44647,short,27,7
0.34045,0.44,0.34045,short,28,8
0.38323,0.46,0.38323,short,29,9
0.10823,0.03,0.10823,short,30,10
0.48796,0.53,0.48796,short,31,11
0.43298,0.49,0.43298,short,32,12
0.18494,0.43,0.18494,short,33,13
0.17273,0.21,0.17273,short,34,14
0.17336,0.21,0.17336,short,35,15
0.2217,0.24,0.2217,short,36,16
0.3099,0.44,0.3099,short,37,17
0.27278,0.36,0.27278,short,38,18
0.21649,0.31,0.21649,short,39,19
0.24982,0.22,0.24982,short,40,0
0.48029,0.51,0.48029,short,41,1
0.3928,0.47,0.3928,short,42,2
0.33946,0.46,0.33946,short,43,3
0.16241,0.07,0.16241,short,44,4
0.1624,0.08,0.1624,short,45,5
0.12323,0.06,0.12323,short,46,6
0.44647,0.49,0.44647,short,47,7
0.34045,0.45,0.34045,short,48,8
0.38323,0.48,0.38323,short,49,9
0.10823,0.04,0.10823,short,50,10
0.48796,0.53,0.48796,short,51,11
0.43298,0.52,0.43298,short,52,12
0.18494,0.42,0.18494,short,53,13
0.17273,0.11,0.17273,short,54,14
0.17336,0.15,0.17336,short,55,15
0.2217,0.16,0.2217,short,56,16
0.3099,0.48,0.3099,short,57,17
0.27278,0.39,0.27278,short,58,18
0.21649,0.13,0.21649,short,59,19
0.24982,0.23,0.24982,short,60,0
0.48029,0.52,0.48029,short,61,1
